id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,lyrics
975,Rolling In The Deep,Adele,edm,neutral,0.76,104.94,0.54,0.727,0.13,61,"There's a fire starting in my heart Reaching a fever pitch, and it's bringing me out the dark Finally, I can see you crystal clear Go ahead and sell me out, and then I'll lay your shit bare See how I'll leave with every piece of you Don't underestimate the things that I will do There's a fire starting in my heart Reaching a fever pitch, and it's bringing me out the dark The scars of your love remind me of us They keep me thinkin' that we almost had it all The scars of your love, they leave me br"
976,Bird Song,Elderbrook,edm,sad,0.391,120.0,0.26,0.882,0.613,61,"Like a bird with no song I've been silent so long I've been hiding my love I've been hiding Like a bird with no song I've been silent so long I've been hiding my love I've been hiding Hiding Hiding But I'd change my tune, if it works for you I would flip the switch into something new I would change it all I would change it all But I'd change my tune, if it works for you I would flip the switch into something new I would change it all I would change it all Like a bird with no song I've been silen"
977,Drop To The Floor,Hardwell,edm,sad,0.995,127.97,0.237,0.769,0.032,61,"Drop to the floor Don't stop give it to me Give it, give it to me (Woo) Give it, give it to me (Gyal) Give it, give it (Eyy) Put your hands up in the air (Huu) Hands up, hands up Put your hands up in the air (Huu) Hands up, hands up Put your hands up in the air (Huu) Hands up, hands up Put your hands up in the air Let me see ya drop to the floor Drop to the floor Let me see ya drop to the floor Drop to the floor Let me see ya drop to the floor Drop to the floor Jump Let me see ya drop to the flo"
978,All Night,Example,edm,happy,0.799,124.02,0.905,0.788,0.26,61,"All night (All night) All night (All night) All night (All night) All night (All night) Only one place we wanna be (All night) Only need the crew plus me (All night) Don't know who we're gonna see (All night) But I heard they play a couple CDs (All night)8 quid for a G&T (All night) Probably gonna spill it on my jeans (All night) Don't really care, honestly (All night) 'Cause I only need the crew plus me (All night) We stay (All night) All day (All night) UK (All night) Okay (All night) Just vib"
979,Forgive or Forget - R3HAB Remix,Ina Wroldsen,edm,sad,0.813,127.18,0.384,0.601,0.01,61,"Ay, ay, ay, ay, ay, ah, ah Da, da, da, da, da You keep calling me Follow me on the internet Apologies, apologies I don't want your attention I don't want you to mention What we used to be Mention me in your interviews It's novelty and honestly I'm so mad about what you did I can't forgive or forget ya (Ay, ay, ah, ah) I can't forgive or forget ya (Ay, ay, ah, ah) I can't forgive that I let ya Under my, under my skin I can't forgive or forget ya (Ay, ay, ah, ah) I can't forgive or forget ya (Ay, "
980,Strangers,Vigiland,edm,neutral,0.594,124.21,0.534,0.718,0.195,61,"Play me like the best of melodies Happy with our heads inside a dream We're like strangers in the night Heaven knows what we will find But I'm falling in those deep blue eyes Bodies made of gold Only love can get me sold I'm a sucker for your touch tonight So I say, hold on to me 'Cause this feels so good, you see Just keep holding on to me Let me love, let me love Let me love, let me love you tonight Let me love, let me love you tonight Let me love, let me love you tonight Let me love, let me l"
981,Back to Beautiful,Sofia Carson,edm,neutral,0.7,95.92,0.56,0.603,0.314,61,"They say You're not good enough, you're not brave enough You should cover up your body Tell me, watch my weight Gotta paint my face Or else no one's gonna want me Why do we say this to ourselves? And even worse to each other? Why do we say this to ourselves? Ooh We gotta, get back to beautiful Gotta, get back to beautiful All these words, starting wars Over who can hurt who more Gotta, get back to beautiful Get back, beautiful Get back, beautiful Judging who we love, judging where we're from (Wh"
982,Hurricane - Arty Remix,Halsey,edm,neutral,0.856,127.99,0.49,0.438,0.027,61,"There's a place way down in Bed Stuy Where a boy lives behind bricks He's got an eye for girls of eighteen And he turns them out like tricks I went down to a place in Bed Stuy A little liquor on my lips I let him climb inside my body And held him captive in my kiss And there's a storm you're starting now And there's a storm you're starting now And there's a storm you're starting I'm a wanderess, I'm a one night stand Don't belong to no city, don't belong to no man I'm the violence in the pouring"
983,Came For The Low,ZHU,edm,sad,0.531,117.97,0.13,0.794,0.018,61,"I came for the low I came for the low Low, low, low, low, low Low, low, low, low, low Low, low, low, low, low Low, low, low, low, low Low, low, low, low, low Low, low, low, low, low I came for the You came for the She came for the They came for the I came for the You came for the She came for the They came for the (Low, low) You game with the (Low, low) Are you hanging with the (Low, low) She playing with the (Low, low) You dangerous (Low, low) But you know that I (Low, low) Love playin' with yo"
984,Black Fur,Elder Island,edm,neutral,0.49,119.97,0.428,0.758,0.357,61,Fate unknown Said I'll settle for alone Set in stone Say we dunno we dunno we dunno Come along If you fall you'll be undone Stretched and strung Saying oh no no oh no no oh no no It's a thinking a feeling it's so hard for me to say A symbol of home life and you can't take that away I gotta think of the small things it's got four small bins with claws in it And a bullet face for your neighbour Name every caught up Parade all you want love 'cause I've set a fire in my mind Take all you can do Comp
985,Tell Me Why,Alok,edm,sad,0.909,123.03,0.195,0.561,0.005,61,"Run away, turn away Run away, turn away Run away Run away, turn away Run away, turn away Run away Run away, turn away Run away, turn away Run away Run away, turn away Run away, turn away Run away Turn away Turn away Turn away Turn away Turn away Turn away, turn away Run away, turn away Tell me why Turn away, turn away Run away, turn away Tell me why Cry, boy, cry Cry, boy, cry Cry, boy, cry, boy, cry Cry, boy, cry, boy, cry Turn away Turn away Turn away Turn away Turn away Turn away, turn away R"
986,My Best Life (feat. Mike Waters),KSHMR,edm,happy,0.836,105.02,0.675,0.625,0.03,61,"There's always someone with more money Someone who goes to better parties in a faster car I wanna be someone with no worries, ooh Not just someone who doesn't show it and keeps up a facade Oh, it used to get me down But now I know what's real I'm living my best life I don't know where it's taking me and that's fine At least it's what I make it So I don't mind, oh no No, I don't mind, oh no 'Cause nobody ever makes it out alive So I'm living my best life Gotta get up, I'm living my life Keep my h"
987,Friday (feat. JGUAR),MOTi,edm,neutral,0.762,126.13,0.421,0.554,0.002,61,"(I've got Friday on my mind on a Sunday) I've got Friday on my mind, mind, mind, mind, mind I've got Friday on my mind on a Sunday I've got Friday on my mind… I've got Friday on my Mind I've got Friday on my Mind Mind Mind Here we are, here we are, here we are The last ones standing Here we are, here we are, here we are The weekend's ended Here we are, here we are, here we are We never felt it Here we are, here we are, here we are I've got Friday on my mind, mind, mind, mind, mind I've got Frida"
988,Who Do You Love - R3HAB Remix,The Chainsmokers,edm,sad,0.698,142.01,0.357,0.529,0.2,61,"Yeah Found cigarettes in your Fendi coat Even though you don't even smoke Always changin' your access codes Yeah, I can tell you know I know Yeah, you've been actin' so conspicuous You flip it on me, say I think too much You're movin' different when we makin' love Baby, tell me, tell me Who do you love, do you love now? I wanna know the truth (Whoa) Who do you love, do you love now? I know it's someone new You ain't gotta make it easy, where you been sleepin'? This shit is keepin' me up at night"
989,Untouchable (feat. Aimee Dalton),Will Sparks,edm,sad,0.7859999999999999,128.16,0.16,0.57,0.208,61,Stop me now I'll cross the line Just need what's here To satisfy Maybe one to fantasise But I see pleasure in your eyes Undress me unless we confess that it's real Just take me don't wake me if you won't be here Your body has got me I'm down on my knees Control me just stall me give me what I need Ooh You're untouchable You're untouchable I want it Ooh You're untouchable You're untouchable Can't stop this You're untouchable You're untouchable Can't stop this Ooh You're untouchable You're untouch
990,Waiting For Love,Brooks,edm,happy,0.836,127.92,0.712,0.57,0.003,60,"You and I, been waiting enough So tell me why we're waiting for love Day and night, I'm craving the rush So tell me why we're waiting for love All I need, is to feel alive So tell me why we're waiting for love 1,2,3 my time's running out So tell me why we're waiting for love Waiting for love, love Waiting for love, love Waiting for love, love So tell me why we're waiting for love Why we're waiting So tell me why we're waiting for love Why we're waiting, waiting You and I, been waiting enough So "
